Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
380,DeShawn Stevenson\stevede01,SG,19,UTA,40,293,4.3,0.413,0.132,0.418,3.9,7.9,5.9,9.6,1.8,0.6,20.6,21.3,,-0.6,0.2,-0.4,-0.071,,-6.0,-1.7,-7.7,-0.4,2,0.8,2.3,0.341,0.0,0.3,0.083,0.8,2.0,0.38,0.34600000000000003,0.7,1.0,0.684,0.2,0.5,0.7,0.5,0.3,0.1,0.7,0.7,2.2
381,Michael Stewart\stewami01,C,25,TOR,26,123,8.7,0.39399999999999996,0.0,0.529,14.3,12.2,13.3,2.4,1.7,1.7,10.7,17.1,,0.0,0.1,0.1,0.036000000000000004,,-4.6,-1.8,-6.5,-0.1,0,0.4,1.3,0.324,0.0,0.0,,0.4,1.3,0.324,0.324,0.4,0.7,0.611,0.6,0.5,1.1,0.1,0.2,0.1,0.2,0.7,1.3
382,Bryant Stith\stithbr01,SG,30,BOS,78,2504,11.7,0.5379999999999999,0.396,0.33899999999999997,2.9,10.7,6.6,11.2,1.9,0.4,11.4,14.4,,3.1,1.7,4.8,0.09300000000000001,,-0.9,-0.2,-1.1,0.6,74,3.1,7.8,0.401,1.2,3.1,0.376,2.0,4.7,0.41700000000000004,0.475,2.2,2.7,0.845,0.8,2.8,3.6,2.2,1.2,0.2,1.2,2.3,9.7
383,John Stockton*\stockjo01,PG,38,UTA,82,2397,22.3,0.61,0.203,0.42700000000000005,2.9,8.8,5.9,48.7,2.9,0.7,20.8,18.8,,8.2,2.6,10.8,0.21600000000000003,,5.5,1.2,6.7,5.3,82,4.0,7.9,0.504,0.7,1.6,0.462,3.3,6.3,0.514,0.551,2.8,3.4,0.8170000000000001,0.7,2.1,2.8,8.7,1.6,0.3,2.5,2.4,11.5
384,Peja Stojaković\stojape01,SF,23,SAC,75,2905,18.4,0.5760000000000001,0.303,0.262,3.5,12.3,8.0,9.6,1.6,0.3,9.9,22.4,,6.8,3.3,10.1,0.168,,2.8,-0.3,2.5,3.2,75,7.5,15.9,0.47,1.9,4.8,0.4,5.5,11.1,0.501,0.531,3.6,4.2,0.856,1.2,4.5,5.8,2.2,1.2,0.2,1.9,1.9,20.4
385,Damon Stoudamire\stoudda01,PG,27,POR,82,2655,16.3,0.519,0.23399999999999999,0.221,3.2,10.2,6.8,29.1,2.1,0.2,15.7,21.3,,4.1,2.5,6.7,0.121,,1.1,-0.1,1.0,2.0,82,5.0,11.4,0.434,1.0,2.7,0.374,4.0,8.7,0.45299999999999996,0.478,2.1,2.5,0.831,0.8,2.9,3.7,5.7,1.3,0.1,2.3,2.5,13.0
386,Erick Strickland\stricer01,PG,27,TOT,50,830,10.7,0.431,0.35600000000000004,0.29600000000000004,2.6,15.2,9.0,18.6,2.9,0.2,13.7,19.9,,-0.4,1.2,0.8,0.046,,-3.0,1.7,-1.3,0.1,0,1.6,5.3,0.303,0.6,1.9,0.316,1.0,3.4,0.297,0.36,1.4,1.6,0.861,0.4,2.2,2.6,1.9,0.9,0.0,1.0,1.8,5.2
386,Erick Strickland\stricer01,PG,27,NYK,28,421,8.4,0.419,0.359,0.214,2.7,12.0,7.5,11.5,2.9,0.2,12.8,19.1,,-0.4,0.7,0.3,0.039,,-3.9,2.1,-1.8,0.0,0,1.4,4.7,0.305,0.6,1.7,0.34,0.9,3.0,0.28600000000000003,0.366,0.9,1.0,0.857,0.3,1.5,1.9,1.0,0.8,0.0,0.8,1.6,4.3
386,Erick Strickland\stricer01,PG,27,VAN,22,409,13.1,0.442,0.353,0.375,2.5,18.6,10.6,25.8,2.8,0.2,14.6,20.7,,0.0,0.5,0.5,0.053,,-2.1,1.2,-0.8,0.1,0,1.9,6.2,0.301,0.6,2.2,0.292,1.2,4.0,0.307,0.353,2.0,2.3,0.863,0.4,3.0,3.5,3.0,1.0,0.0,1.2,1.9,6.4
387,Mark Strickland\stricma01,SF,30,TOT,55,719,11.9,0.467,0.008,0.293,8.1,16.7,12.3,5.6,1.2,2.1,11.2,18.9,,0.1,0.5,0.6,0.037000000000000005,,-2.1,-1.2,-3.3,-0.2,2,1.9,4.3,0.431,0.0,0.0,0.5,1.9,4.3,0.43,0.433,0.8,1.3,0.643,1.0,1.9,2.9,0.4,0.3,0.4,0.6,1.3,4.6
387,Mark Strickland\stricma01,SF,30,DEN,46,517,13.3,0.47600000000000003,0.005,0.319,8.9,16.4,12.6,5.5,1.2,2.5,10.2,20.3,,0.2,0.4,0.6,0.054000000000000006,,-1.7,-1.0,-2.7,-0.1,2,1.8,4.0,0.44299999999999995,0.0,0.0,0.0,1.8,4.0,0.446,0.44299999999999995,0.8,1.3,0.627,0.9,1.7,2.6,0.4,0.3,0.4,0.5,1.3,4.4
387,Mark Strickland\stricma01,SF,30,NJN,9,202,8.2,0.433,0.019,0.204,6.1,17.6,11.7,5.8,1.0,1.1,14.5,15.5,,-0.1,0.1,0.0,-0.006,,-3.2,-1.6,-4.8,-0.1,0,2.3,6.0,0.389,0.1,0.1,1.0,2.2,5.9,0.377,0.39799999999999996,0.9,1.2,0.727,1.2,3.3,4.6,0.8,0.4,0.3,1.1,1.6,5.7
388,Rod Strickland\stricro02,PG,34,TOT,54,1371,16.1,0.493,0.04,0.40299999999999997,3.1,9.0,6.0,37.1,2.0,0.3,17.5,20.1,,1.7,0.5,2.2,0.076,,1.5,-0.9,0.6,0.9,28,3.4,7.9,0.424,0.1,0.3,0.235,3.3,7.6,0.43200000000000005,0.429,2.4,3.2,0.7509999999999999,0.7,1.9,2.6,5.6,1.0,0.1,2.0,1.4,9.2
388,Rod Strickland\stricro02,PG,34,WAS,33,1020,17.4,0.507,0.048,0.444,2.8,9.4,6.0,38.9,2.2,0.3,17.3,20.9,,1.5,0.3,1.8,0.084,,2.3,-0.9,1.5,0.9,28,4.3,10.0,0.426,0.1,0.5,0.25,4.2,9.5,0.435,0.43200000000000005,3.5,4.5,0.782,0.8,2.4,3.2,7.0,1.3,0.1,2.5,1.7,12.2
388,Rod Strickland\stricro02,PG,34,POR,21,351,12.2,0.44299999999999995,0.01,0.265,3.9,7.9,6.0,31.9,1.5,0.2,18.0,17.7,,0.1,0.2,0.4,0.053,,-0.8,-1.1,-1.8,0.0,0,2.0,4.7,0.418,0.0,0.0,0.0,2.0,4.6,0.423,0.418,0.7,1.2,0.5770000000000001,0.5,1.1,1.7,3.4,0.5,0.0,1.1,1.0,4.6
389,Derek Strong\stronde01,PF,32,LAC,28,491,8.8,0.44299999999999995,0.009000000000000001,0.316,8.2,16.8,12.6,2.3,1.5,0.1,14.2,14.6,,-0.1,0.4,0.3,0.026000000000000002,,-2.5,-0.1,-2.6,-0.1,8,1.6,4.2,0.385,0.0,0.0,0.0,1.6,4.1,0.38799999999999996,0.385,1.0,1.3,0.757,1.2,2.6,3.9,0.3,0.5,0.0,0.8,1.1,4.2
390,Bruno Šundov\sundobr01,C,20,IND,11,120,11.0,0.498,0.098,0.122,3.9,17.4,10.9,3.1,0.9,2.4,6.5,18.0,,0.1,0.1,0.2,0.079,,-4.0,-0.3,-4.3,-0.1,4,1.8,3.7,0.488,0.0,0.4,0.0,1.8,3.4,0.541,0.488,0.3,0.5,0.6,0.4,1.7,2.1,0.2,0.2,0.4,0.3,1.9,3.9
391,Bob Sura\surabo01,SG,27,GSW,53,1684,11.2,0.48700000000000004,0.332,0.365,3.1,11.9,7.1,23.1,1.6,0.3,21.0,19.1,,-0.3,0.4,0.1,0.003,,-2.0,-1.3,-3.3,-0.6,42,3.8,9.8,0.39,0.9,3.2,0.273,2.9,6.5,0.44799999999999995,0.435,2.5,3.6,0.7140000000000001,1.0,3.3,4.3,4.6,1.0,0.2,3.0,2.4,11.1
392,Stromile Swift\swiftst01,PF,21,VAN,80,1312,13.1,0.48700000000000004,0.012,0.41600000000000004,9.6,15.1,12.4,3.5,2.5,4.3,13.8,16.2,,0.2,1.6,1.9,0.069,,-2.9,0.9,-2.0,0.0,6,1.9,4.2,0.451,0.0,0.1,0.0,1.9,4.2,0.457,0.451,1.1,1.8,0.603,1.4,2.2,3.6,0.4,0.8,1.0,0.8,2.0,4.9
393,Wally Szczerbiak\szczewa02,SF,23,MIN,82,2856,15.8,0.5660000000000001,0.084,0.226,5.3,12.7,8.9,14.5,1.1,0.8,12.0,18.2,,5.7,1.7,7.4,0.125,,1.2,-0.8,0.4,1.7,82,5.7,11.2,0.51,0.3,0.9,0.33799999999999997,5.4,10.3,0.526,0.524,2.2,2.5,0.87,1.6,3.8,5.5,3.2,0.7,0.4,1.7,2.8,14.0
394,Žan Tabak\tabakza01,C,30,IND,55,777,10.5,0.523,0.0,0.253,9.8,20.9,15.5,7.3,0.7,2.8,21.6,15.8,,-0.1,1.0,0.9,0.055999999999999994,,-4.2,0.0,-4.2,-0.4,14,1.8,3.4,0.527,0.0,0.0,,1.8,3.4,0.527,0.527,0.4,0.9,0.426,1.2,2.7,3.9,0.6,0.2,0.5,1.0,2.3,3.9
395,Dragan Tarlać\tarladr01,C,27,CHI,43,598,5.6,0.45399999999999996,0.0,0.33299999999999996,7.1,17.5,12.1,8.4,0.6,2.4,25.1,11.8,,-0.4,0.2,-0.2,-0.016,,-6.2,-1.1,-7.3,-0.8,12,0.9,2.3,0.39399999999999996,0.0,0.0,,0.9,2.3,0.39399999999999996,0.39399999999999996,0.6,0.8,0.758,0.9,2.0,2.8,0.7,0.2,0.4,0.9,2.2,2.4
396,Maurice Taylor\tayloma01,SF,24,HOU,69,1972,14.9,0.518,0.005,0.203,6.6,15.4,11.1,9.7,0.8,1.3,12.6,23.2,,1.8,1.4,3.2,0.077,,-0.9,-1.0,-1.9,0.0,69,5.7,11.6,0.489,0.0,0.1,0.0,5.7,11.5,0.49200000000000005,0.489,1.7,2.3,0.735,1.6,3.9,5.5,1.5,0.4,0.6,1.8,3.0,13.0
397,Jason Terry\terryja01,SG,23,ATL,82,3089,17.3,0.531,0.23,0.262,1.5,8.2,4.9,24.3,1.8,0.3,13.6,25.5,,4.9,1.6,6.5,0.1,,2.3,-1.0,1.3,2.6,77,7.3,16.7,0.436,1.5,3.8,0.395,5.8,12.8,0.44799999999999995,0.48100000000000004,3.7,4.4,0.846,0.5,2.8,3.3,4.9,1.3,0.1,2.9,2.5,19.7
398,Jamel Thomas\thomaja01,SF,27,NJN,5,56,0.8,0.342,0.158,0.0,8.0,10.6,9.2,0.0,2.8,0.0,24.0,20.2,,-0.2,0.0,-0.2,-0.171,,-7.7,-2.1,-9.8,-0.1,0,1.2,3.8,0.316,0.2,0.6,0.33299999999999996,1.0,3.2,0.313,0.342,0.0,0.0,,0.8,1.0,1.8,0.0,0.6,0.0,1.2,1.2,2.6
399,Kenny Thomas\thomake01,PF,23,HOU,74,1820,11.2,0.507,0.198,0.271,8.0,18.3,13.3,6.7,1.2,1.6,18.2,16.1,,0.5,1.7,2.2,0.057999999999999996,,-2.0,-0.3,-2.3,-0.1,21,2.8,6.3,0.44299999999999995,0.3,1.2,0.272,2.4,5.0,0.485,0.47,1.2,1.7,0.722,1.6,4.0,5.6,1.0,0.5,0.6,1.6,2.4,7.1
400,Kurt Thomas\thomaku01,PF,28,NYK,77,2125,16.9,0.5660000000000001,0.005,0.342,10.1,18.9,14.6,5.4,1.6,2.6,12.3,18.5,,4.1,4.1,8.2,0.185,,-0.3,1.4,1.2,1.7,29,4.1,8.0,0.511,0.0,0.0,0.33299999999999996,4.1,7.9,0.512,0.512,2.2,2.7,0.8140000000000001,2.2,4.5,6.7,0.8,0.8,0.9,1.3,3.7,10.4
401,Tim Thomas\thomati01,PF,23,MIL,76,2086,16.4,0.5489999999999999,0.34299999999999997,0.33399999999999996,4.3,12.6,8.5,10.5,1.9,1.6,11.6,21.3,,3.7,1.7,5.5,0.126,,1.8,-0.3,1.5,1.8,16,4.3,10.0,0.43,1.4,3.4,0.41200000000000003,2.9,6.6,0.44,0.501,2.6,3.3,0.7709999999999999,1.0,3.1,4.1,1.8,1.0,0.6,1.5,2.6,12.6
402,Otis Thorpe\thorpot01,PF,38,CHH,49,647,7.6,0.48700000000000004,0.0,0.183,8.9,16.7,12.8,7.3,1.0,0.8,18.4,12.4,,0.1,0.8,1.0,0.071,,-5.0,0.0,-5.0,-0.5,4,1.2,2.7,0.45,0.0,0.0,,1.2,2.7,0.45,0.45,0.4,0.5,0.833,1.0,1.9,3.0,0.6,0.2,0.1,0.7,2.2,2.8
403,Robert Traylor\traylro01,C,23,CLE,70,1212,14.1,0.521,0.006,0.435,11.9,16.8,14.3,8.7,2.1,4.6,20.2,18.0,,0.3,1.5,1.9,0.07400000000000001,,-2.6,1.1,-1.6,0.1,7,2.3,4.6,0.49700000000000005,0.0,0.0,0.0,2.3,4.6,0.5,0.49700000000000005,1.1,2.0,0.5670000000000001,1.8,2.5,4.3,0.9,0.7,1.1,1.4,2.9,5.7
404,Gary Trent\trentga01,PF,26,DAL,33,319,13.8,0.456,0.008,0.27699999999999997,14.0,18.1,16.1,5.2,2.1,1.8,13.1,23.9,,-0.1,0.5,0.4,0.057,,-3.2,-1.2,-4.3,-0.2,4,1.7,3.9,0.43799999999999994,0.0,0.0,0.0,1.7,3.9,0.442,0.43799999999999994,0.6,1.1,0.528,1.2,1.6,2.8,0.3,0.4,0.2,0.7,1.6,4.0
405,Jake Tsakalidis\tsakaja01,C,21,PHO,57,947,9.6,0.502,0.0,0.423,9.8,19.4,14.5,3.2,0.5,4.2,20.6,15.1,,-0.3,1.6,1.3,0.067,,-4.7,0.8,-4.0,-0.5,39,1.8,3.8,0.47,0.0,0.0,,1.8,3.8,0.47,0.47,0.9,1.6,0.593,1.5,2.8,4.2,0.3,0.2,1.0,1.2,2.4,4.5
406,Hedo Türkoğlu\turkohe01,SF,21,SAC,74,1245,11.7,0.509,0.257,0.33399999999999996,4.4,13.6,9.1,8.3,2.1,1.3,12.5,15.6,,1.0,1.8,2.8,0.106,,-2.0,1.1,-0.9,0.4,7,1.9,4.5,0.41200000000000003,0.4,1.2,0.326,1.5,3.4,0.442,0.45399999999999996,1.2,1.5,0.777,0.7,2.2,2.8,0.9,0.7,0.3,0.7,1.9,5.3
407,Nick Van Exel\vanexni01,PG,29,DEN,71,2688,18.5,0.515,0.322,0.22399999999999998,1.8,8.1,4.9,38.4,1.2,0.5,11.9,23.0,,6.1,0.3,6.4,0.114,,4.0,-2.0,1.9,2.7,70,6.5,15.7,0.414,1.9,5.0,0.377,4.6,10.6,0.431,0.474,2.9,3.5,0.8190000000000001,0.6,2.8,3.4,8.5,0.9,0.3,2.3,1.5,17.7
408,Keith Van Horn\vanhoke01,SF,25,NJN,49,1733,15.5,0.526,0.24,0.263,5.0,18.3,11.5,9.0,1.2,0.9,11.5,23.4,,1.7,1.2,2.8,0.079,,0.8,-1.9,-1.1,0.4,47,6.3,14.4,0.435,1.3,3.5,0.382,5.0,11.0,0.452,0.48100000000000004,3.1,3.8,0.8059999999999999,1.6,5.5,7.1,1.7,0.8,0.4,2.1,3.1,17.0
409,David Vanterpool\vanteda01,PG,27,WAS,22,411,10.9,0.462,0.055,0.455,4.2,6.4,5.3,26.4,2.9,0.5,21.9,18.3,,-0.2,0.2,0.0,0.0,,-2.7,-0.9,-3.7,-0.2,0,2.1,5.0,0.418,0.0,0.3,0.0,2.1,4.7,0.442,0.418,1.4,2.3,0.6,0.7,1.0,1.7,3.0,1.0,0.1,1.7,2.0,5.5
410,Jacque Vaughn\vaughja01,PG,25,UTA,82,1620,12.8,0.535,0.198,0.41700000000000004,1.4,9.9,5.7,31.0,1.6,0.2,21.7,16.9,,1.8,1.1,3.0,0.08800000000000001,,-0.2,-0.7,-1.0,0.4,0,2.1,4.8,0.433,0.4,1.0,0.385,1.7,3.8,0.444,0.47100000000000003,1.6,2.0,0.78,0.2,1.6,1.8,3.9,0.6,0.0,1.6,1.8,6.1
411,Loy Vaught\vaughlo01,PF,32,TOT,51,549,13.3,0.484,0.0,0.059000000000000004,10.7,24.8,17.8,6.8,2.0,0.9,13.0,16.4,,0.3,0.8,1.0,0.091,,-1.5,-0.4,-1.9,0.0,1,1.6,3.3,0.473,0.0,0.0,,1.6,3.3,0.473,0.473,0.2,0.2,0.8,1.0,2.4,3.4,0.5,0.4,0.1,0.5,1.5,3.3
411,Loy Vaught\vaughlo01,PF,32,DAL,37,392,11.9,0.461,0.0,0.05,10.2,24.4,17.5,6.4,2.0,0.9,12.7,16.4,,0.1,0.6,0.7,0.084,,-2.4,0.1,-2.3,0.0,1,1.5,3.3,0.455,0.0,0.0,,1.5,3.3,0.455,0.455,0.1,0.2,0.667,0.9,2.4,3.3,0.4,0.4,0.1,0.5,1.6,3.1
411,Loy Vaught\vaughlo01,PF,32,WAS,14,157,16.8,0.5429999999999999,0.0,0.083,11.7,25.8,18.6,8.0,2.0,0.9,13.9,16.4,,0.2,0.1,0.3,0.106,,0.6,-1.8,-1.2,0.0,0,1.8,3.4,0.521,0.0,0.0,,1.8,3.4,0.521,0.521,0.3,0.3,1.0,1.1,2.4,3.6,0.5,0.4,0.1,0.6,0.9,3.9
412,Jake Voskuhl\voskuja01,C,23,CHI,16,143,5.8,0.48100000000000004,0.0,0.56,9.6,19.0,14.1,5.7,1.9,3.1,27.8,14.0,,-0.2,0.1,0.0,-0.006999999999999999,,-8.7,-1.2,-9.9,-0.3,2,0.7,1.6,0.44,0.0,0.0,,0.7,1.6,0.44,0.44,0.5,0.9,0.5710000000000001,0.8,1.4,2.1,0.3,0.3,0.4,0.8,2.4,1.9
413,Antoine Walker\walkean02,PF,24,BOS,81,3396,18.9,0.505,0.35100000000000003,0.20199999999999999,5.0,20.4,12.3,26.8,2.1,1.1,13.8,29.1,,2.7,3.8,6.6,0.09300000000000001,,3.5,-0.5,3.0,4.3,81,8.8,21.2,0.413,2.7,7.4,0.36700000000000005,6.0,13.8,0.439,0.478,3.1,4.3,0.716,1.9,7.0,8.9,5.5,1.7,0.6,3.7,3.1,23.4
414,Samaki Walker\walkesa01,PF,24,SAS,61,963,12.2,0.524,0.012,0.49200000000000005,8.3,19.7,14.3,5.0,0.6,2.9,18.2,18.3,,0.2,1.7,1.9,0.09300000000000001,,-2.9,0.3,-2.6,-0.1,1,2.0,4.1,0.48,0.0,0.0,0.33299999999999996,2.0,4.1,0.48200000000000004,0.48200000000000004,1.3,2.0,0.629,1.1,2.9,4.0,0.5,0.2,0.7,1.1,1.7,5.3
415,Ben Wallace\wallabe01,C,26,DET,80,2760,14.8,0.47,0.009000000000000001,0.542,11.5,29.6,20.4,6.8,2.0,4.8,17.7,10.4,,1.0,6.0,7.0,0.121,,-0.6,2.5,1.9,2.7,80,2.7,5.5,0.49,0.0,0.1,0.25,2.7,5.4,0.49200000000000005,0.491,1.0,3.0,0.336,3.8,9.4,13.2,1.5,1.3,2.3,1.5,2.4,6.4
416,John Wallace\wallajo01,SF,26,DET,40,527,11.2,0.46299999999999997,0.064,0.191,5.0,12.0,8.4,8.0,1.3,2.1,12.3,24.0,,-0.3,0.6,0.3,0.027000000000000003,,-3.2,-0.4,-3.6,-0.2,0,2.5,5.9,0.424,0.1,0.4,0.133,2.5,5.5,0.44299999999999995,0.428,0.9,1.1,0.778,0.6,1.5,2.1,0.6,0.3,0.4,0.9,1.8,5.9
417,Rasheed Wallace\wallara01,PF,26,POR,77,2940,20.9,0.56,0.138,0.272,6.2,17.9,12.2,12.9,1.6,3.4,10.7,23.4,,6.8,4.2,11.0,0.18,,3.3,1.1,4.4,4.8,75,7.7,15.3,0.501,0.7,2.1,0.321,7.0,13.2,0.53,0.523,3.2,4.2,0.7659999999999999,1.9,5.9,7.8,2.8,1.2,1.8,2.1,2.7,19.2
418,Charlie Ward\wardch01,PG,30,NYK,61,1492,14.5,0.536,0.469,0.188,2.7,10.0,6.4,31.1,2.6,0.5,21.7,16.9,,1.5,2.4,3.9,0.127,,0.6,1.5,2.1,1.5,33,2.5,6.1,0.41600000000000004,1.1,2.9,0.38299999999999995,1.4,3.2,0.444,0.505,0.9,1.1,0.8,0.5,2.1,2.6,4.5,1.1,0.2,1.8,2.2,7.1
419,Clarence Weatherspoon\weathcl01,PF,30,CLE,82,2774,17.4,0.563,0.0,0.42100000000000004,9.3,23.9,16.6,6.2,1.6,2.8,12.0,15.2,,5.2,3.4,8.6,0.14800000000000002,,1.3,0.2,1.4,2.4,82,4.2,8.4,0.501,0.0,0.0,,4.2,8.4,0.501,0.501,2.8,3.5,0.79,2.7,7.0,9.7,1.3,1.0,1.3,1.4,2.1,11.3
420,Chris Webber\webbech01,PF,27,SAC,70,2836,24.7,0.516,0.017,0.282,7.0,22.1,14.8,20.6,1.7,2.8,9.6,31.6,,5.8,5.2,11.0,0.18600000000000003,,4.0,1.4,5.5,5.3,70,11.2,23.4,0.48100000000000004,0.0,0.4,0.071,11.2,23.0,0.488,0.48100000000000004,4.6,6.6,0.703,2.6,8.5,11.1,4.2,1.3,1.7,2.8,3.2,27.1
421,Bonzi Wells\wellsbo01,SF,24,POR,75,1995,18.8,0.5710000000000001,0.069,0.331,7.4,14.3,11.0,18.4,2.5,0.7,16.9,23.3,,3.4,2.6,5.9,0.14300000000000002,,1.5,0.7,2.3,2.1,46,5.2,9.7,0.5329999999999999,0.2,0.7,0.34,4.9,9.0,0.547,0.545,2.1,3.2,0.6629999999999999,1.6,3.3,4.9,2.8,1.3,0.3,2.3,2.7,12.7
422,David Wesley\wesleda01,SG,30,CHH,82,3106,15.3,0.509,0.20800000000000002,0.27399999999999997,2.4,5.9,4.1,21.7,2.2,0.4,11.0,23.1,,4.2,3.4,7.6,0.11699999999999999,,0.4,0.0,0.4,1.9,82,6.4,15.1,0.42200000000000004,1.2,3.1,0.376,5.2,12.0,0.434,0.461,3.3,4.1,0.799,0.8,2.0,2.7,4.4,1.6,0.2,2.1,2.7,17.2
423,Doug West\westdo01,SG,33,VAN,15,171,4.2,0.341,0.053,0.184,2.7,7.3,5.0,12.4,0.9,1.6,8.9,12.0,,-0.1,0.0,-0.1,-0.027999999999999997,,-5.1,0.2,-4.8,-0.1,6,0.7,2.5,0.289,0.0,0.1,0.0,0.7,2.4,0.306,0.289,0.4,0.5,0.857,0.3,0.7,1.0,0.9,0.2,0.3,0.3,1.4,1.9
424,Jahidi White\whiteja01,C,24,WAS,68,1609,14.7,0.535,0.002,0.765,12.7,25.4,18.9,2.1,1.0,4.9,20.0,18.9,,0.5,1.6,2.1,0.061,,-2.4,-0.9,-3.3,-0.5,56,3.0,6.0,0.498,0.0,0.0,0.0,3.0,6.0,0.499,0.498,2.6,4.6,0.5670000000000001,2.6,5.0,7.7,0.3,0.5,1.6,2.0,3.1,8.6
425,Chris Whitney\whitnch01,PG,29,WAS,59,1532,13.2,0.537,0.528,0.24,0.9,7.3,4.0,26.9,1.9,0.1,16.5,18.1,,2.1,0.2,2.3,0.07200000000000001,,0.4,-1.5,-1.1,0.4,31,3.1,8.0,0.387,1.6,4.2,0.375,1.5,3.8,0.401,0.486,1.7,1.9,0.894,0.2,1.6,1.8,4.2,0.9,0.1,1.7,2.5,9.5
426,Aaron Williams\williaa01,PF,29,NJN,82,2336,15.1,0.5329999999999999,0.003,0.47700000000000004,10.1,19.2,14.5,6.5,1.3,3.6,14.4,17.8,,2.9,2.3,5.2,0.107,,-1.3,-0.3,-1.6,0.2,25,3.6,7.9,0.457,0.0,0.0,0.0,3.6,7.9,0.45799999999999996,0.457,3.0,3.8,0.787,2.6,4.6,7.2,1.1,0.7,1.4,1.6,3.9,10.2
427,Alvin Williams\willial02,SG,26,TOR,82,2394,15.2,0.483,0.141,0.18899999999999997,2.3,7.8,5.0,27.2,2.7,0.8,11.0,17.4,,3.3,2.1,5.4,0.109,,-0.1,0.9,0.8,1.7,34,4.0,9.4,0.43,0.4,1.3,0.306,3.6,8.0,0.451,0.452,1.3,1.8,0.752,0.6,2.0,2.6,5.0,1.5,0.3,1.3,2.1,9.8
428,Eric Williams\willier01,SF,28,BOS,81,1745,10.0,0.48700000000000004,0.31,0.516,4.1,10.0,6.9,10.6,1.9,0.6,12.1,16.3,,1.0,1.2,2.2,0.06,,-2.3,-0.6,-2.9,-0.4,11,2.0,5.5,0.36200000000000004,0.6,1.7,0.331,1.4,3.8,0.375,0.413,2.0,2.9,0.7140000000000001,0.8,1.8,2.6,1.4,0.8,0.2,0.9,2.2,6.6
429,Jason Williams\willija02,PG,25,SAC,77,2290,12.8,0.498,0.451,0.11,0.9,7.6,4.4,27.6,2.1,0.3,18.1,17.0,,1.3,2.4,3.8,0.079,,-0.4,-0.2,-0.6,0.8,77,3.6,9.0,0.40700000000000003,1.3,4.0,0.315,2.4,4.9,0.483,0.478,0.8,1.0,0.789,0.2,2.2,2.4,5.4,1.2,0.1,2.1,1.5,9.4
430,Jerome Williams\willije01,PF,27,TOT,59,1182,15.7,0.526,0.01,0.45899999999999996,12.0,23.4,17.5,6.1,2.5,1.2,15.1,15.4,,1.5,2.0,3.5,0.141,,-0.7,0.5,-0.2,0.6,2,2.3,5.0,0.46299999999999997,0.0,0.1,0.0,2.3,4.9,0.467,0.46299999999999997,1.7,2.3,0.741,2.3,4.2,6.5,0.8,1.0,0.3,1.1,2.1,6.3
430,Jerome Williams\willije01,PF,27,DET,33,804,14.9,0.501,0.01,0.44799999999999995,12.8,24.4,18.5,6.4,2.5,0.9,16.3,15.5,,0.7,1.4,2.1,0.125,,-0.9,0.5,-0.4,0.3,2,2.7,6.1,0.43799999999999994,0.0,0.1,0.0,2.7,6.0,0.442,0.43799999999999994,2.0,2.7,0.722,3.0,5.5,8.4,1.0,1.2,0.3,1.4,2.5,7.3
430,Jerome Williams\willije01,PF,27,TOR,26,378,17.3,0.581,0.011000000000000001,0.484,10.2,21.1,15.5,5.4,2.5,1.9,12.4,15.2,,0.8,0.6,1.4,0.174,,-0.4,0.5,0.2,0.2,0,1.8,3.6,0.516,0.0,0.0,0.0,1.8,3.5,0.522,0.516,1.3,1.7,0.778,1.3,2.7,4.0,0.5,0.7,0.4,0.6,1.7,5.0
431,Monty Williams\willimo01,SF,29,ORL,82,1211,11.0,0.485,0.036000000000000004,0.365,7.7,14.7,11.1,10.5,1.2,1.0,16.7,18.5,,0.1,1.2,1.3,0.051,,-2.8,-0.9,-3.6,-0.5,0,2.0,4.4,0.445,0.0,0.2,0.077,2.0,4.3,0.45899999999999996,0.446,1.0,1.6,0.639,1.0,1.9,3.0,1.0,0.4,0.2,1.0,1.7,5.0
432,Scott Williams\willisc01,C,32,MIL,66,1272,14.2,0.514,0.011000000000000001,0.19399999999999998,8.7,23.6,16.2,4.2,2.0,1.8,9.5,15.4,,1.7,1.7,3.4,0.128,,-1.7,-0.2,-1.9,0.0,31,2.6,5.5,0.474,0.0,0.1,0.25,2.6,5.4,0.47600000000000003,0.475,0.9,1.1,0.857,1.5,4.0,5.5,0.5,0.7,0.5,0.6,2.7,6.1
433,Shammond Williams\willish01,PG,25,SEA,69,1238,15.4,0.569,0.361,0.261,3.2,9.0,6.1,24.2,1.3,0.2,16.7,17.9,,2.6,0.3,2.9,0.11199999999999999,,2.0,-1.2,0.8,0.9,6,2.3,5.3,0.43799999999999994,0.9,1.9,0.45899999999999996,1.4,3.4,0.426,0.52,1.2,1.4,0.875,0.5,1.4,1.9,2.8,0.4,0.1,1.2,1.2,6.8
