Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
274,Nazr Mohammed\mohamna01,C,23,TOT,58,912,19.2,0.52,0.003,0.341,14.1,23.6,18.8,3.9,1.7,2.8,13.1,24.0,,1.1,1.4,2.5,0.129,,-0.2,-1.3,-1.5,0.1,22,3.0,6.4,0.47700000000000004,0.0,0.0,0.0,3.0,6.3,0.478,0.47700000000000004,1.5,2.2,0.706,2.0,3.3,5.3,0.3,0.5,0.6,1.1,1.9,7.6
274,Nazr Mohammed\mohamna01,C,23,PHI,30,196,15.3,0.478,0.0,0.318,10.6,20.9,15.9,2.0,1.6,2.6,8.2,25.2,,0.1,0.4,0.5,0.11599999999999999,,-3.4,-0.5,-3.9,-0.1,3,1.4,2.9,0.466,0.0,0.0,,1.4,2.9,0.466,0.466,0.5,0.9,0.5,0.6,1.2,1.8,0.1,0.2,0.2,0.3,1.3,3.2
274,Nazr Mohammed\mohamna01,C,23,ATL,28,716,20.3,0.532,0.004,0.349,15.0,24.3,19.6,4.4,1.7,2.8,14.5,23.7,,1.0,1.0,2.0,0.133,,0.7,-1.5,-0.9,0.2,19,4.8,10.0,0.48,0.0,0.0,0.0,4.8,10.0,0.48200000000000004,0.48,2.7,3.5,0.765,3.5,5.5,9.0,0.6,0.8,1.0,2.0,2.6,12.3
275,Jérôme Moïso\moisoje01,C,22,BOS,24,135,3.2,0.42200000000000004,0.033,0.867,9.9,27.1,18.1,3.6,1.2,2.3,30.3,20.0,,-0.4,0.2,-0.3,-0.096,,-9.5,-0.8,-10.3,-0.3,0,0.5,1.3,0.4,0.0,0.0,0.0,0.5,1.2,0.414,0.4,0.5,1.1,0.423,0.5,1.3,1.8,0.1,0.1,0.2,0.8,1.2,1.5
276,Eric Montross\montrer01,C,29,TOT,54,649,5.4,0.396,0.0,0.225,8.5,20.5,14.4,4.5,0.9,2.8,21.3,12.9,,-0.9,0.9,0.0,-0.001,,-6.6,-0.1,-6.7,-0.8,21,1.0,2.6,0.406,0.0,0.0,,1.0,2.6,0.406,0.406,0.1,0.6,0.258,1.0,2.2,3.2,0.4,0.2,0.5,0.8,2.1,2.2
276,Eric Montross\montrer01,C,29,DET,42,568,5.0,0.40399999999999997,0.0,0.215,8.0,19.4,13.6,4.1,0.7,2.9,21.8,12.9,,-0.8,0.7,-0.1,-0.006,,-6.6,0.0,-6.7,-0.7,20,1.2,2.9,0.413,0.0,0.0,,1.2,2.9,0.413,0.413,0.2,0.6,0.26899999999999996,1.0,2.4,3.4,0.4,0.2,0.5,0.9,2.4,2.5
276,Eric Montross\montrer01,C,29,TOR,12,81,8.1,0.33899999999999997,0.0,0.294,12.2,28.5,20.2,7.2,2.0,2.6,17.2,12.8,,-0.1,0.1,0.0,0.027999999999999997,,-6.3,-0.6,-6.9,-0.1,1,0.5,1.4,0.353,0.0,0.0,,0.5,1.4,0.353,0.353,0.1,0.4,0.2,0.8,1.7,2.4,0.3,0.3,0.3,0.3,1.3,1.1
277,Mikki Moore\mooremi01,C,25,DET,81,1154,12.9,0.552,0.004,0.485,11.0,18.4,14.7,4.6,1.1,3.7,18.5,15.0,,1.1,1.6,2.8,0.11599999999999999,,-3.4,0.8,-2.6,-0.2,2,1.6,3.3,0.493,0.0,0.0,0.0,1.6,3.3,0.494,0.493,1.2,1.6,0.731,1.5,2.4,3.9,0.4,0.3,0.8,0.9,2.5,4.4
278,Hanno Möttölä\mottoha01,SF,24,ATL,73,989,7.5,0.504,0.011000000000000001,0.325,5.5,14.2,9.8,4.2,0.6,0.6,17.5,17.3,,-0.1,0.5,0.4,0.018000000000000002,,-5.1,-1.5,-6.6,-1.1,3,1.7,3.8,0.444,0.0,0.0,0.0,1.7,3.8,0.449,0.444,1.0,1.2,0.8109999999999999,0.7,1.7,2.4,0.3,0.2,0.1,0.9,2.2,4.4
279,Alonzo Mourning*\mournal01,C,30,MIA,13,306,24.6,0.536,0.006999999999999999,0.39,13.6,25.6,19.6,8.9,0.7,7.8,14.5,30.6,,0.2,0.7,0.9,0.14800000000000002,,1.7,1.2,2.9,0.4,3,5.6,10.8,0.518,0.0,0.1,0.0,5.6,10.8,0.521,0.518,2.4,4.2,0.564,2.7,5.1,7.8,0.9,0.3,2.4,2.2,1.8,13.6
280,Chris Mullin*\mullich01,SF,37,GSW,20,374,10.0,0.486,0.491,0.264,2.6,9.6,5.8,7.9,2.2,1.9,13.8,15.5,,0.1,0.2,0.3,0.034,,-1.9,-0.1,-2.0,0.0,8,1.8,5.3,0.34,1.0,2.6,0.365,0.9,2.7,0.315,0.429,1.2,1.4,0.857,0.5,1.6,2.1,1.0,0.8,0.5,1.0,1.4,5.8
281,Lamond Murray\murrala01,SF,27,CLE,78,2225,13.9,0.49,0.17800000000000002,0.228,5.4,12.3,8.9,10.1,2.0,0.9,12.2,23.5,,0.8,1.5,2.3,0.05,,-0.1,-1.0,-1.1,0.5,46,5.0,11.9,0.423,0.8,2.1,0.37,4.2,9.7,0.434,0.456,2.0,2.7,0.735,1.3,3.0,4.4,1.6,1.1,0.3,1.8,2.2,12.8
282,Tracy Murray\murratr01,SF,29,TOT,51,588,11.4,0.48200000000000004,0.415,0.16899999999999998,4.1,11.4,7.7,6.5,1.1,0.8,8.9,22.2,,0.2,0.3,0.6,0.046,,-0.7,-2.2,-2.9,-0.1,1,1.8,4.9,0.379,0.7,2.0,0.35,1.1,2.8,0.4,0.452,0.6,0.8,0.7859999999999999,0.4,1.2,1.6,0.5,0.2,0.1,0.5,1.0,5.0
282,Tracy Murray\murratr01,SF,29,DEN,13,135,9.8,0.42100000000000004,0.418,0.182,3.2,14.7,8.9,10.6,1.5,0.5,9.2,21.6,,-0.1,0.1,0.0,-0.002,,-1.3,-1.1,-2.4,0.0,0,1.3,4.2,0.309,0.5,1.8,0.304,0.8,2.5,0.313,0.373,0.7,0.8,0.9,0.3,1.4,1.7,0.7,0.3,0.1,0.5,0.6,3.8
282,Tracy Murray\murratr01,SF,29,TOR,38,453,11.9,0.5,0.415,0.166,4.4,10.5,7.3,5.2,0.9,0.9,8.8,22.4,,0.3,0.2,0.6,0.061,,-0.5,-2.5,-3.1,-0.1,1,2.0,5.1,0.39899999999999997,0.8,2.1,0.363,1.3,3.0,0.425,0.474,0.6,0.8,0.75,0.5,1.1,1.6,0.4,0.2,0.2,0.5,1.2,5.4
283,Dikembe Mutombo*\mutomdi01,C,34,TOT,75,2591,17.5,0.547,0.0,0.523,13.3,30.5,21.9,4.7,0.6,5.6,17.4,14.3,,3.4,4.7,8.1,0.151,,0.4,1.3,1.7,2.4,75,3.6,7.4,0.484,0.0,0.0,,3.6,7.4,0.484,0.484,2.8,3.9,0.725,4.1,9.4,13.5,1.0,0.4,2.7,1.9,2.7,10.0
283,Dikembe Mutombo*\mutomdi01,C,34,ATL,49,1716,16.5,0.528,0.0,0.435,12.1,33.0,22.5,5.0,0.6,5.7,17.9,13.4,,1.5,3.0,4.5,0.125,,-0.1,1.4,1.4,1.5,49,3.4,7.2,0.47700000000000004,0.0,0.0,,3.4,7.2,0.47700000000000004,0.47700000000000004,2.2,3.1,0.695,3.8,10.3,14.1,1.1,0.4,2.8,1.9,2.8,9.1
283,Dikembe Mutombo*\mutomdi01,C,34,PHI,26,875,19.6,0.58,0.0,0.6779999999999999,15.7,25.7,20.8,4.1,0.5,5.5,16.5,16.2,,1.9,1.8,3.7,0.201,,1.3,1.0,2.3,1.0,26,3.8,7.8,0.495,0.0,0.0,,3.8,7.8,0.495,0.495,4.0,5.3,0.759,4.6,7.8,12.4,0.8,0.3,2.5,2.0,2.5,11.7
284,Mamadou N'Diaye\ndiayma02,C,25,TOR,3,10,6.6,0.41,0.0,0.5,11.0,11.6,11.3,0.0,0.0,0.0,0.0,21.8,,0.0,0.0,0.0,0.083,,-7.1,-4.7,-11.7,0.0,0,0.3,1.3,0.25,0.0,0.0,,0.3,1.3,0.25,0.25,0.7,0.7,1.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.3
285,Lee Nailon\nailole01,SF,25,CHH,42,469,11.7,0.529,0.006999999999999999,0.316,7.1,15.3,11.2,9.1,1.0,0.8,14.8,17.9,,0.4,0.6,0.9,0.096,,-2.5,-0.1,-2.6,-0.1,0,1.6,3.2,0.485,0.0,0.0,0.0,1.6,3.2,0.489,0.485,0.8,1.0,0.7440000000000001,0.7,1.5,2.2,0.6,0.2,0.1,0.6,1.4,3.9
286,Eduardo Nájera\najered01,PF,24,DAL,40,431,14.0,0.522,0.027000000000000003,0.297,10.9,13.6,12.3,9.7,1.6,1.3,11.9,15.0,,0.6,0.4,1.1,0.12,,0.1,-0.2,-0.1,0.2,4,1.5,2.8,0.523,0.0,0.1,0.33299999999999996,1.4,2.7,0.528,0.527,0.4,0.8,0.424,1.0,1.4,2.4,0.7,0.3,0.2,0.4,1.2,3.3
287,Steve Nash*\nashst01,PG,26,DAL,70,2387,19.6,0.603,0.27699999999999997,0.326,2.2,8.1,5.2,34.6,1.6,0.1,18.5,21.1,,6.8,1.6,8.4,0.16899999999999998,,3.8,-1.1,2.8,2.9,70,5.5,11.3,0.48700000000000004,1.3,3.1,0.406,4.2,8.2,0.518,0.544,3.3,3.7,0.895,0.7,2.5,3.2,7.3,1.0,0.1,2.9,2.3,15.6
288,Tyrone Nesby\nesbyty01,SF-SG,25,TOT,62,1556,8.9,0.444,0.34,0.2,3.8,9.2,6.5,8.2,1.7,0.9,10.1,18.5,,-0.2,0.5,0.3,0.008,,-2.5,-1.1,-3.6,-0.6,34,3.0,8.5,0.35700000000000004,0.8,2.9,0.272,2.3,5.6,0.4,0.40299999999999997,1.4,1.7,0.802,0.8,2.0,2.8,1.2,0.8,0.3,1.0,2.5,8.3
288,Tyrone Nesby\nesbyty01,SG,25,LAC,14,333,8.5,0.406,0.374,0.187,5.7,8.7,7.2,5.5,1.6,0.8,7.0,19.9,,-0.2,0.2,0.0,0.004,,-2.4,-0.2,-2.6,0.0,12,2.9,8.8,0.325,0.7,3.3,0.217,2.1,5.5,0.39,0.366,1.3,1.6,0.7829999999999999,1.1,1.9,3.0,0.8,0.7,0.3,0.7,2.0,7.7
288,Tyrone Nesby\nesbyty01,SF,25,WAS,48,1223,9.0,0.455,0.32899999999999996,0.204,3.3,9.4,6.3,8.9,1.7,0.9,11.0,18.2,,-0.1,0.3,0.2,0.009000000000000001,,-2.5,-1.3,-3.8,-0.6,22,3.1,8.5,0.366,0.8,2.8,0.29100000000000004,2.3,5.7,0.40299999999999997,0.414,1.4,1.7,0.807,0.7,2.0,2.7,1.4,0.9,0.3,1.1,2.6,8.4
289,Rasho Nesterović\nestera01,C,24,MIN,73,1233,10.4,0.47200000000000003,0.003,0.204,9.1,17.5,13.2,5.4,1.1,3.6,13.7,14.8,,0.2,1.3,1.5,0.06,,-3.5,0.0,-3.5,-0.5,39,2.0,4.4,0.461,0.0,0.0,0.0,2.0,4.4,0.462,0.461,0.5,0.9,0.523,1.4,2.6,3.9,0.6,0.3,0.9,0.8,2.6,4.5
290,Ira Newble\newblir01,SF,26,SAS,27,184,8.9,0.435,0.16399999999999998,0.29100000000000004,8.4,12.9,10.8,5.3,0.6,1.5,10.1,17.6,,0.0,0.2,0.2,0.055,,-2.8,-1.2,-4.0,-0.1,6,0.8,2.0,0.382,0.1,0.3,0.444,0.6,1.7,0.37,0.418,0.3,0.6,0.5,0.5,0.8,1.3,0.2,0.1,0.1,0.3,0.7,2.0
291,Johnny Newman\newmajo01,SG,37,NJN,82,2049,13.0,0.542,0.253,0.42700000000000005,1.9,8.2,4.9,10.0,1.6,0.4,11.4,20.6,,2.7,0.7,3.4,0.081,,-1.0,-1.1,-2.1,0.0,17,3.5,8.5,0.419,0.7,2.1,0.335,2.8,6.3,0.447,0.461,3.1,3.6,0.855,0.4,1.7,2.1,1.4,0.8,0.1,1.3,2.8,10.9
292,Moochie Norris\norrimo01,PG,27,HOU,82,1654,16.2,0.546,0.215,0.47,3.2,10.5,6.9,27.1,2.2,0.1,17.7,16.8,,3.1,1.2,4.4,0.126,,0.9,0.1,1.0,1.2,6,2.2,5.0,0.446,0.3,1.1,0.281,1.9,4.0,0.491,0.47600000000000003,1.8,2.4,0.778,0.5,1.9,2.4,3.5,0.8,0.0,1.3,1.0,6.6
293,Dirk Nowitzki\nowitdi01,PF,22,DAL,82,3125,22.8,0.601,0.313,0.431,4.4,22.1,13.5,9.4,1.3,2.3,9.5,23.8,,10.3,4.3,14.6,0.22399999999999998,,4.9,0.5,5.4,5.9,82,7.2,15.2,0.474,1.8,4.8,0.387,5.4,10.5,0.513,0.534,5.5,6.6,0.838,1.5,7.7,9.2,2.1,1.0,1.2,1.9,3.0,21.8
294,Jermaine O'Neal\onealje01,C,22,IND,81,2641,17.5,0.501,0.006,0.447,11.0,22.7,17.0,6.7,1.0,6.2,13.4,21.2,,1.7,4.7,6.4,0.11599999999999999,,-0.8,1.0,0.3,1.5,80,5.0,10.7,0.465,0.0,0.1,0.0,5.0,10.7,0.46799999999999997,0.465,2.9,4.8,0.601,3.1,6.7,9.8,1.2,0.6,2.8,2.0,3.5,12.9
295,Shaquille O'Neal*\onealsh01,C,28,LAL,74,2924,30.2,0.574,0.001,0.684,11.3,24.8,18.1,18.8,0.8,4.9,10.5,31.6,,11.1,3.9,14.9,0.245,,7.0,0.7,7.7,7.1,74,11.0,19.2,0.5720000000000001,0.0,0.0,0.0,11.0,19.2,0.573,0.5720000000000001,6.7,13.1,0.513,3.9,8.8,12.7,3.7,0.6,2.8,2.9,3.5,28.7
296,Charles Oakley\oaklech01,PF,37,TOR,78,2767,11.6,0.439,0.062,0.193,5.6,25.0,15.1,14.6,1.4,1.2,14.0,16.0,,0.2,3.5,3.7,0.065,,-2.2,0.8,-1.4,0.4,77,3.9,10.1,0.38799999999999996,0.1,0.6,0.22399999999999998,3.8,9.4,0.39899999999999997,0.395,1.6,1.9,0.836,1.8,7.7,9.5,3.4,1.0,0.6,1.8,3.3,9.6
297,Lamar Odom\odomla01,PF,21,LAC,76,2836,18.9,0.536,0.242,0.369,4.6,18.9,11.9,25.0,1.4,3.0,17.8,24.1,,3.2,3.3,6.5,0.111,,2.9,1.1,4.0,4.3,74,6.3,13.8,0.46,1.1,3.3,0.316,5.3,10.4,0.506,0.498,3.4,5.1,0.679,1.4,6.3,7.8,5.2,1.0,1.6,3.5,3.1,17.2
298,Hakeem Olajuwon*\olajuha01,C,38,HOU,58,1545,20.7,0.526,0.002,0.349,9.5,22.4,16.1,8.3,2.4,4.0,11.0,21.9,,2.4,2.6,5.0,0.155,,1.3,1.5,2.8,1.9,55,4.9,9.8,0.498,0.0,0.0,0.0,4.9,9.8,0.499,0.498,2.1,3.4,0.621,2.1,5.3,7.4,1.2,1.2,1.5,1.4,2.4,11.9
299,Kevin Ollie\ollieke01,PG,28,TOT,70,925,10.3,0.467,0.016,0.46399999999999997,2.0,9.6,5.8,24.5,1.7,0.1,17.5,13.7,,0.5,0.9,1.4,0.075,,-2.8,0.6,-2.2,0.0,4,1.1,2.7,0.396,0.0,0.0,0.33299999999999996,1.1,2.7,0.397,0.39799999999999996,0.9,1.3,0.708,0.2,1.1,1.4,2.1,0.4,0.0,0.7,1.2,3.1
299,Kevin Ollie\ollieke01,PG,28,NJN,19,161,5.5,0.311,0.0,0.7040000000000001,2.1,14.7,8.2,23.0,1.6,0.0,20.3,12.5,,-0.2,0.1,-0.1,-0.045,,-5.5,0.0,-5.5,-0.1,0,0.3,1.4,0.185,0.0,0.0,,0.3,1.4,0.185,0.185,0.6,1.0,0.632,0.2,1.1,1.2,1.3,0.3,0.0,0.5,0.7,1.2
299,Kevin Ollie\ollieke01,PG,28,PHI,51,764,11.4,0.495,0.018000000000000002,0.424,2.0,8.6,5.3,24.8,1.7,0.1,17.0,14.0,,0.7,0.9,1.6,0.1,,-2.3,0.7,-1.5,0.1,4,1.4,3.2,0.43,0.0,0.1,0.33299999999999996,1.4,3.2,0.43200000000000005,0.433,1.0,1.4,0.7290000000000001,0.3,1.2,1.4,2.4,0.5,0.0,0.8,1.4,3.8
300,Michael Olowokandi\olowomi01,C,25,LAC,82,2127,10.0,0.451,0.0,0.22,9.3,18.7,14.1,3.7,0.8,3.6,17.9,20.5,,-2.6,2.2,-0.4,-0.008,,-4.7,-0.8,-5.5,-1.9,82,3.8,8.6,0.435,0.0,0.0,,3.8,8.6,0.435,0.435,1.0,1.9,0.545,2.0,4.4,6.4,0.6,0.4,1.3,2.1,3.0,8.5
301,Greg Ostertag\ostergr01,C,27,UTA,81,1491,13.3,0.522,0.006999999999999999,0.537,13.9,20.4,17.3,2.3,0.8,7.7,15.3,12.7,,1.5,2.3,3.8,0.121,,-1.8,1.0,-0.8,0.4,3,1.7,3.5,0.495,0.0,0.0,0.5,1.7,3.4,0.495,0.496,1.0,1.9,0.556,2.0,3.1,5.1,0.3,0.3,1.8,0.8,2.7,4.5
302,Bo Outlaw\outlabo01,PF,29,ORL,80,2534,15.7,0.623,0.005,0.611,9.0,18.3,13.6,13.3,2.1,4.0,23.2,10.6,,3.9,4.0,7.9,0.15,,0.4,2.6,3.1,3.2,69,2.8,4.6,0.614,0.0,0.0,0.5,2.8,4.6,0.615,0.615,1.6,2.8,0.573,2.6,5.1,7.7,2.8,1.3,1.7,1.8,3.0,7.3
303,Doug Overton\overtdo01,PG,31,TOT,21,475,7.5,0.428,0.259,0.115,0.9,8.8,4.7,25.5,0.9,0.0,17.5,16.9,,-0.4,0.1,-0.3,-0.026000000000000002,,-3.3,-2.3,-5.6,-0.4,10,2.5,6.6,0.374,0.5,1.7,0.306,2.0,4.9,0.39799999999999996,0.414,0.5,0.8,0.625,0.2,1.7,1.9,3.4,0.4,0.0,1.5,1.8,6.0
303,Doug Overton\overtdo01,PG,31,BOS,7,144,5.1,0.389,0.091,0.25,2.3,10.2,6.1,22.2,1.4,0.0,21.0,19.5,,-0.3,0.1,-0.2,-0.075,,-5.7,-1.8,-7.5,-0.2,1,2.1,6.3,0.341,0.1,0.6,0.25,2.0,5.7,0.35,0.35200000000000004,1.0,1.6,0.636,0.4,1.7,2.1,2.7,0.6,0.0,1.9,2.1,5.4
303,Doug Overton\overtdo01,PG,31,CHH,2,15,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,60.0,15.4,,-0.1,0.0,0.0,-0.126,,-7.9,1.6,-6.3,0.0,0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,1.5,1.0,2.0
303,Doug Overton\overtdo01,PG,31,NJN,12,316,8.9,0.436,0.344,0.054000000000000006,0.4,8.6,4.4,28.2,0.5,0.0,13.6,15.8,,0.0,0.0,0.0,0.001,,-1.9,-2.8,-4.7,-0.2,9,2.9,7.8,0.376,0.8,2.7,0.313,2.1,5.1,0.41,0.43,0.3,0.4,0.6,0.1,1.9,2.0,4.4,0.3,0.0,1.3,1.7,6.9
304,Billy Owens\owensbi01,PF,31,DET,45,793,10.5,0.4,0.087,0.174,11.1,16.7,13.8,11.1,2.0,1.1,13.6,15.7,,-0.3,1.1,0.8,0.048,,-2.6,0.7,-1.9,0.0,14,2.0,5.1,0.38299999999999995,0.1,0.4,0.15,1.9,4.7,0.405,0.389,0.4,0.9,0.475,1.9,2.7,4.6,1.2,0.7,0.3,0.9,2.1,4.4
305,Olumide Oyedeji\oyedeol01,C,19,SEA,30,221,10.6,0.532,0.0,0.324,12.5,22.2,17.4,1.3,1.7,3.3,20.6,10.9,,0.1,0.3,0.4,0.09,,-3.8,0.0,-3.8,-0.1,1,0.6,1.2,0.486,0.0,0.0,,0.6,1.2,0.486,0.486,0.3,0.4,0.75,0.8,1.4,2.2,0.1,0.2,0.3,0.4,1.3,1.5
306,Robert Pack\packro01,PG,31,DEN,74,1260,14.8,0.493,0.073,0.322,2.6,9.3,5.9,38.2,2.7,0.1,21.7,22.0,,0.4,0.7,1.1,0.043,,-0.8,-0.8,-1.6,0.1,11,2.4,5.8,0.425,0.2,0.4,0.387,2.3,5.3,0.428,0.439,1.4,1.9,0.7659999999999999,0.4,1.4,1.9,4.0,0.9,0.0,1.8,1.5,6.5
307,Scott Padgett\padgesc01,PF,24,UTA,27,127,17.6,0.541,0.209,0.465,18.9,19.1,19.0,6.5,2.5,1.9,16.2,22.4,,0.2,0.2,0.4,0.158,,0.4,-1.8,-1.4,0.0,0,0.7,1.6,0.419,0.2,0.3,0.556,0.5,1.3,0.382,0.47700000000000004,0.6,0.7,0.75,0.7,0.7,1.4,0.2,0.2,0.1,0.4,0.8,2.1
308,Milt Palacio\palacmi01,PG,22,BOS,58,1141,12.3,0.556,0.135,0.345,2.4,8.2,5.2,22.5,2.2,0.0,20.6,15.4,,1.1,0.7,1.8,0.076,,-1.8,-0.5,-2.4,-0.1,6,2.2,4.6,0.47200000000000003,0.2,0.6,0.33299999999999996,2.0,4.0,0.494,0.494,1.3,1.6,0.848,0.4,1.3,1.8,2.6,0.8,0.0,1.4,1.4,5.9
309,Andy Panko\pankoan01,SF,23,ATL,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.017,,-3.2,-2.9,-6.2,0.0,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Cherokee Parks\parksch02,C,28,TOT,65,1054,12.6,0.51,0.022000000000000002,0.161,7.9,16.9,12.5,7.3,1.3,2.4,12.3,14.6,,0.9,1.0,1.9,0.086,,-1.7,0.3,-1.4,0.2,31,2.1,4.2,0.489,0.0,0.1,0.0,2.1,4.1,0.5,0.489,0.5,0.7,0.705,1.1,2.4,3.5,0.7,0.4,0.6,0.6,1.9,4.6
310,Cherokee Parks\parksch02,C,28,WAS,13,178,13.0,0.528,0.0,0.447,8.4,18.1,13.1,6.4,1.7,4.4,18.0,13.9,,0.1,0.2,0.3,0.07,,-1.5,1.2,-0.4,0.1,0,1.4,2.9,0.474,0.0,0.0,,1.4,2.9,0.474,0.474,0.9,1.3,0.706,1.0,2.1,3.1,0.5,0.5,0.8,0.8,1.5,3.7
310,Cherokee Parks\parksch02,C,28,LAC,52,876,12.5,0.506,0.025,0.114,7.8,16.6,12.3,7.5,1.2,2.0,11.1,14.7,,0.8,0.8,1.6,0.08900000000000001,,-1.7,0.1,-1.7,0.1,31,2.2,4.5,0.49200000000000005,0.0,0.1,0.0,2.2,4.4,0.504,0.49200000000000005,0.4,0.5,0.7040000000000001,1.1,2.5,3.6,0.8,0.4,0.5,0.6,2.0,4.8
311,Ruben Patterson\patteru01,SF,25,SEA,76,2059,19.3,0.544,0.048,0.48200000000000004,10.3,11.0,10.7,13.4,2.6,1.6,14.6,23.3,,3.8,1.7,5.5,0.128,,2.0,-0.1,1.9,2.1,22,4.9,9.9,0.494,0.0,0.5,0.055999999999999994,4.8,9.4,0.516,0.495,3.2,4.8,0.6809999999999999,2.4,2.6,5.0,2.1,1.4,0.6,2.0,2.3,13.0
312,Gary Payton*\paytoga01,PG,32,SEA,79,3244,22.1,0.522,0.171,0.223,2.6,10.1,6.4,36.6,2.1,0.6,10.7,27.2,,9.1,1.7,10.8,0.16,,4.7,-0.7,4.0,4.9,79,9.2,20.1,0.456,1.3,3.4,0.375,7.9,16.7,0.47200000000000003,0.488,3.4,4.5,0.7659999999999999,0.9,3.6,4.6,8.1,1.6,0.3,2.6,2.3,23.1
313,Anthony Peeler\peelean01,SG,31,MIN,75,2126,12.6,0.513,0.35,0.11900000000000001,2.3,8.0,5.2,13.9,2.2,0.6,12.0,18.6,,1.6,1.5,3.2,0.071,,-0.4,-0.3,-0.6,0.7,41,4.1,9.8,0.42100000000000004,1.3,3.4,0.391,2.8,6.3,0.43700000000000006,0.489,1.0,1.2,0.862,0.6,2.0,2.6,2.6,1.2,0.2,1.4,2.2,10.5
314,Mike Penberthy\penbemi01,PG,26,LAL,53,851,11.2,0.5670000000000001,0.626,0.14,1.3,7.0,4.2,12.4,1.4,0.2,12.6,14.2,,1.3,0.2,1.6,0.08800000000000001,,-0.3,-1.2,-1.6,0.1,0,1.7,4.2,0.414,1.0,2.6,0.396,0.7,1.6,0.446,0.5379999999999999,0.5,0.6,0.903,0.2,1.0,1.2,1.3,0.4,0.0,0.6,1.1,5.0
315,Will Perdue\perduwi01,C,35,POR,13,58,18.5,0.6509999999999999,0.0,0.444,12.8,23.9,18.5,5.3,2.8,2.6,0.0,8.6,,0.2,0.1,0.3,0.245,,1.6,1.7,3.3,0.1,0,0.5,0.7,0.667,0.0,0.0,,0.5,0.7,0.667,0.667,0.2,0.3,0.5,0.5,0.9,1.4,0.2,0.2,0.2,0.0,0.6,1.1
316,Sam Perkins\perkisa01,PF,39,IND,64,999,11.1,0.499,0.48700000000000004,0.168,3.7,15.0,9.5,6.6,1.8,1.3,7.3,12.2,,0.9,1.2,2.0,0.098,,0.0,1.0,1.0,0.8,41,1.3,3.5,0.381,0.6,1.7,0.345,0.8,1.8,0.414,0.465,0.5,0.6,0.8420000000000001,0.5,2.1,2.6,0.6,0.5,0.3,0.3,1.0,3.8
317,Elliot Perry\perryel01,PG,31,TOT,49,499,11.6,0.491,0.036000000000000004,0.157,2.0,8.5,5.2,25.8,2.3,0.1,20.2,16.8,,0.0,0.7,0.6,0.061,,-2.2,0.8,-1.4,0.1,6,1.3,2.9,0.46399999999999997,0.0,0.1,0.2,1.3,2.8,0.474,0.46799999999999997,0.3,0.4,0.727,0.2,0.8,0.9,1.6,0.4,0.0,0.8,0.6,3.0
317,Elliot Perry\perryel01,PG,31,ORL,6,39,7.5,0.455,0.091,0.0,2.8,8.7,5.7,20.5,4.0,0.0,35.3,19.3,,-0.1,0.1,-0.1,-0.083,,-4.7,1.2,-3.5,0.0,0,0.8,1.8,0.455,0.0,0.2,0.0,0.8,1.7,0.5,0.455,0.0,0.0,,0.2,0.5,0.7,0.8,0.5,0.0,1.0,0.2,1.7
317,Elliot Perry\perryel01,PG,31,PHO,43,460,12.0,0.494,0.031,0.171,1.9,8.5,5.2,26.3,2.1,0.2,18.7,16.6,,0.1,0.6,0.7,0.07400000000000001,,-1.9,0.8,-1.2,0.1,6,1.4,3.0,0.465,0.0,0.1,0.25,1.4,2.9,0.47200000000000003,0.469,0.4,0.5,0.727,0.2,0.8,1.0,1.7,0.4,0.0,0.7,0.7,3.2
318,Wesley Person\persowe01,SG,29,CLE,44,958,11.6,0.514,0.28800000000000003,0.10300000000000001,1.3,14.4,7.9,11.2,1.5,0.8,11.6,16.3,,0.6,0.6,1.2,0.061,,-0.8,-0.3,-1.1,0.2,22,2.9,6.6,0.43799999999999994,0.8,1.9,0.405,2.1,4.7,0.452,0.49700000000000005,0.5,0.7,0.8,0.3,2.7,3.0,1.5,0.6,0.3,0.9,1.4,7.1
319,Morris Peterson\petermo01,SG,23,TOR,80,1809,14.1,0.507,0.245,0.215,6.8,9.4,8.1,9.6,1.8,0.8,9.6,20.1,,2.3,1.3,3.6,0.096,,0.1,-0.8,-0.7,0.5,49,3.6,8.4,0.431,0.8,2.1,0.382,2.8,6.4,0.447,0.478,1.3,1.8,0.7170000000000001,1.4,1.8,3.2,1.3,0.8,0.3,1.0,2.1,9.3
